template,service,entity,Work type,team,rep_ticket_id,tie_group_size,n_with_resolution,service_is_critical,rep_ticket_id_alt,signature_id
Access requested for <SVC>,NAV Calculation,Switzerland,Service Request,Valuation & Pricing,T00131,5,0,True,T01298,746
Access requested for <SVC>,Client Reporting,Nordics,Service Request,Client Services,T00139,4,0,True,T00671,747
Access removal requested for <SVC>,Fund Pricing,Switzerland,Service Request,Valuation & Pricing,T00153,5,0,True,T01500,748
Access removal requested for <SVC>,Order Management,Switzerland,Service Request,Trading Support,T00163,3,0,True,T00684,749
New license requested for <SVC>,SharePoint & File Storage,Switzerland,Service Request,Enterprise Applications,T00165,5,0,False,T00567,750
General request for <SVC> with unclear details,Rimes Data Feed,France,Service Request,Market Data Services,T00172,4,0,True,T02127,751
General request for <SVC> with unclear details,Outlook & Email,Nordics,Service Request,Enterprise Applications,T00173,3,0,False,T01390,752
Incorrect incident title for service request in <SVC>,Corporate Actions,Nordics,Service Request,Securities Operations,T00177,5,0,True,T01019,753
Access removal requested for <SVC>,Risk & Compliance Monitoring,Nordics,Service Request,Risk & Controls,T00180,3,0,True,T01938,754
General request for <SVC> with unclear details,Portfolio Accounting,Luxembourg,Service Request,Investment Operations,T00182,2,0,True,T03861,755
Incorrect incident title for service request in <SVC>,Corporate Actions,Switzerland,Service Request,Securities Operations,T00226,2,0,True,T02136,756
Incorrect incident title for service request in <SVC>,Portfolio Accounting,Nordics,Service Request,Investment Operations,T00231,2,0,True,T01828,757
Access requested for <SVC>,Fund Pricing,Luxembourg,Service Request,Valuation & Pricing,T00255,1,0,True,,758
Access removal requested for <SVC>,CRM & Client Portal,Germany,Service Request,Client Services,T00256,9,0,False,T00269,759
General request for <SVC> with unclear details,Tax Reporting,Germany,Service Request,Tax & Reporting,T00263,3,0,False,T00350,760
Access requested for <SVC>,Portfolio Accounting,Nordics,Service Request,Investment Operations,T00299,7,0,True,T01263,761
Incorrect incident title for service request in <SVC>,Trading Platform,France,Service Request,Investment Operations,T00301,5,0,True,T00585,762
General request for <SVC> with unclear details,Outlook & Email,Germany,Service Request,Enterprise Applications,T00313,5,0,False,T00537,763
Incorrect incident title for service request in <SVC>,CRM & Client Portal,Luxembourg,Service Request,Client Services,T00317,3,0,False,T00514,764
Access removal requested for <SVC>,Outlook & Email,Luxembourg,Service Request,Enterprise Applications,T00333,9,0,False,T00356,765
General request for <SVC> with unclear details,Rimes Data Feed,Germany,Service Request,Market Data Services,T00335,5,0,True,T00873,766
Incorrect incident title for service request in <SVC>,SimCorp Dimension,Nordics,Service Request,Enterprise Applications,T00337,4,0,True,T02621,767
Access requested for <SVC>,NAV Calculation,Germany,Service Request,Valuation & Pricing,T00338,10,0,True,T00441,768
Incorrect incident title for service request in <SVC>,Client Reporting,Nordics,Service Request,Client Services,T00345,2,0,True,T03582,769
General request for <SVC> with unclear details,Tax Reporting,France,Service Request,Tax & Reporting,T00347,2,0,False,T03184,770
Access requested for <SVC>,Identity & Access Management,France,Service Request,Enterprise Applications,T00351,4,0,False,T01131,771
New license requested for <SVC>,Order Management,Germany,Service Request,Trading Support,T00357,2,0,True,T00894,772
Incorrect incident title for service request in <SVC>,Tax Reporting,Switzerland,Service Request,Tax & Reporting,T00364,5,0,False,T01385,773
General request for <SVC> with unclear details,Trade Matching,Luxembourg,Service Request,Investment Operations,T00366,3,0,True,T01322,774
Access requested for <SVC>,SimCorp Dimension,Nordics,Service Request,Enterprise Applications,T00370,6,0,True,T01281,775
Access requested for <SVC>,Corporate Actions,France,Service Request,Securities Operations,T00383,8,0,True,T01169,776
Incorrect incident title for service request in <SVC>,NAV Calculation,France,Service Request,Valuation & Pricing,T00395,3,0,True,T00992,777
Incorrect incident title for service request in <SVC>,Fund Pricing,Switzerland,Service Request,Valuation & Pricing,T00425,3,0,True,T02399,778
Incorrect incident title for service request in <SVC>,SharePoint & File Storage,Switzerland,Service Request,Enterprise Applications,T00429,4,0,False,T00611,779
Incorrect incident title for service request in <SVC>,Cash Management,Luxembourg,Service Request,Treasury & Cash,T00432,2,0,True,T02234,780
New license requested for <SVC>,NAV Calculation,France,Service Request,Valuation & Pricing,T00454,9,0,True,T00558,781
Access removal requested for <SVC>,Regulatory Reporting,Nordics,Service Request,Risk & Controls,T00455,6,0,True,T02351,782
Incorrect incident title for service request in <SVC>,Order Management,Nordics,Service Request,Trading Support,T00461,2,0,True,T01359,783
Access requested for <SVC>,Portfolio Accounting,France,Service Request,Investment Operations,T00469,9,0,True,T00751,784
Access requested for <SVC>,Risk & Compliance Monitoring,Luxembourg,Service Request,Risk & Controls,T00471,10,0,True,T00561,785
Access removal requested for <SVC>,Identity & Access Management,France,Service Request,Enterprise Applications,T00492,2,0,False,T03133,786
Access removal requested for <SVC>,Cash Management,Nordics,Service Request,Treasury & Cash,T00495,3,0,True,T01309,787
New license requested for <SVC>,Risk & Compliance Monitoring,Germany,Service Request,Risk & Controls,T00499,7,0,True,T01164,788
Incorrect incident title for service request in <SVC>,NAV Calculation,Luxembourg,Service Request,Valuation & Pricing,T00503,6,0,True,T00528,789
General request for <SVC> with unclear details,Risk & Compliance Monitoring,Nordics,Service Request,Risk & Controls,T00591,2,0,True,T00959,790
Incorrect incident title for service request in <SVC>,Outlook & Email,France,Service Request,Enterprise Applications,T00593,3,0,False,T02539,791
Access removal requested for <SVC>,Corporate Actions,Germany,Service Request,Securities Operations,T00675,3,0,True,T01752,792
Incorrect incident title for service request in <SVC>,Outlook & Email,Germany,Service Request,Enterprise Applications,T00700,4,0,False,T01048,793
General request for <SVC> with unclear details,Fund Pricing,Luxembourg,Service Request,Valuation & Pricing,T00713,4,0,True,T03518,794
Access requested for <SVC>,Tax Reporting,Switzerland,Service Request,Tax & Reporting,T00733,1,0,False,,795
Incorrect incident title for service request in <SVC>,Fund Pricing,Nordics,Service Request,Valuation & Pricing,T00741,4,0,True,T01355,796
General request for <SVC> with unclear details,Cash Management,France,Service Request,Treasury & Cash,T00753,1,0,True,,797
Incorrect incident title for service request in <SVC>,CRM & Client Portal,France,Service Request,Client Services,T00789,1,0,False,,798
Access requested for <SVC>,Rimes Data Feed,Switzerland,Service Request,Market Data Services,T00797,6,0,True,T00933,799
New license requested for <SVC>,Identity & Access Management,Nordics,Service Request,Enterprise Applications,T00801,7,0,False,T01360,800
Access removal requested for <SVC>,Portfolio Accounting,Luxembourg,Service Request,Investment Operations,T00811,3,0,True,T02625,801
Incorrect incident title for service request in <SVC>,Corporate Actions,Luxembourg,Service Request,Securities Operations,T00817,2,0,True,T02630,802
Incorrect incident title for service request in <SVC>,Identity & Access Management,Nordics,Service Request,Enterprise Applications,T00820,3,0,False,T03308,803
Access requested for <SVC>,Portfolio Accounting,Luxembourg,Service Request,Investment Operations,T00831,6,0,True,T02334,804
Access requested for <SVC>,Outlook & Email,Switzerland,Service Request,Enterprise Applications,T00839,6,0,False,T01384,805
Incorrect incident title for service request in <SVC>,SharePoint & File Storage,Germany,Service Request,Enterprise Applications,T00843,2,0,False,T02473,806
Access removal requested for <SVC>,Identity & Access Management,Germany,Service Request,Enterprise Applications,T00852,5,0,False,T01539,807
Incorrect incident title for service request in <SVC>,Tax Reporting,Luxembourg,Service Request,Tax & Reporting,T00868,3,0,False,T01525,808
General request for <SVC> with unclear details,Securities Settlement,Luxembourg,Service Request,Securities Operations,T00869,2,0,True,T03412,809
Access removal requested for <SVC>,Order Management,France,Service Request,Trading Support,T00889,4,0,True,T01581,810
Access requested for <SVC>,Cash Management,France,Service Request,Treasury & Cash,T00926,6,0,True,T01562,811
Access removal requested for <SVC>,Trading Platform,Nordics,Service Request,Investment Operations,T00952,7,0,True,T01974,812
Incorrect incident title for service request in <SVC>,Tax Reporting,Nordics,Service Request,Tax & Reporting,T00955,1,0,False,,813
Incorrect incident title for service request in <SVC>,Regulatory Reporting,France,Service Request,Risk & Controls,T00999,3,0,True,T02105,814
General request for <SVC> with unclear details,Regulatory Reporting,Luxembourg,Service Request,Risk & Controls,T01025,6,0,True,T01063,815
General request for <SVC> with unclear details,Trade Matching,France,Service Request,Investment Operations,T01042,6,0,True,T01861,816
General request for <SVC> with unclear details,Fund Pricing,France,Service Request,Valuation & Pricing,T01089,7,0,True,T01724,817
Incorrect incident title for service request in <SVC>,Cash Management,Germany,Service Request,Treasury & Cash,T01138,4,0,True,T02452,818
General request for <SVC> with unclear details,Outlook & Email,Luxembourg,Service Request,Enterprise Applications,T01168,2,0,False,T03351,819
Access requested for <SVC>,Order Management,Switzerland,Service Request,Trading Support,T01232,4,0,True,T02141,820
Access removal requested for <SVC>,SharePoint & File Storage,Germany,Service Request,Enterprise Applications,T01307,3,0,False,T02118,821
Incorrect incident title for service request in <SVC>,Client Reporting,Luxembourg,Service Request,Client Services,T01330,2,0,True,T02396,822
Access requested for <SVC>,Corporate Actions,Luxembourg,Service Request,Securities Operations,T01340,3,0,True,T02038,823
Incorrect incident title for service request in <SVC>,Client Reporting,Germany,Service Request,Client Services,T01402,3,0,True,T02272,824
Access removal requested for <SVC>,Securities Settlement,Luxembourg,Service Request,Securities Operations,T01432,4,0,True,T01462,825
Access requested for <SVC>,SharePoint & File Storage,Germany,Service Request,Enterprise Applications,T01460,4,0,False,T02256,826
General request for <SVC> with unclear details,Identity & Access Management,Germany,Service Request,Enterprise Applications,T01509,1,0,False,,827
Access removal requested for <SVC>,CRM & Client Portal,Switzerland,Service Request,Client Services,T01526,2,0,False,T01710,828
General request for <SVC> with unclear details,Trading Platform,Germany,Service Request,Investment Operations,T01531,2,0,True,T01934,829
New license requested for <SVC>,Fund Pricing,Germany,Service Request,Valuation & Pricing,T01564,6,0,True,T02277,830
Access removal requested for <SVC>,SharePoint & File Storage,Switzerland,Service Request,Enterprise Applications,T01576,2,0,False,T03055,831
General request for <SVC> with unclear details,Order Management,Nordics,Service Request,Trading Support,T01584,1,0,True,,832
General request for <SVC> with unclear details,Trading Platform,Luxembourg,Service Request,Investment Operations,T01610,4,0,True,T02681,833
General request for <SVC> with unclear details,Outlook & Email,France,Service Request,Enterprise Applications,T01635,3,0,False,T02126,834
Incorrect incident title for service request in <SVC>,Portfolio Accounting,France,Service Request,Investment Operations,T01658,1,0,True,,835
Access removal requested for <SVC>,Outlook & Email,Switzerland,Service Request,Enterprise Applications,T01692,3,0,False,T01854,836
Access requested for <SVC>,Tax Reporting,Luxembourg,Service Request,Tax & Reporting,T01781,2,0,False,T01805,837
Incorrect incident title for service request in <SVC>,Outlook & Email,Luxembourg,Service Request,Enterprise Applications,T01795,4,0,False,T03293,838
General request for <SVC> with unclear details,CRM & Client Portal,Nordics,Service Request,Client Services,T01817,2,0,False,T03489,839
General request for <SVC> with unclear details,Regulatory Reporting,Switzerland,Service Request,Risk & Controls,T01891,3,0,True,T02117,840
Incorrect incident title for service request in <SVC>,Trading Platform,Luxembourg,Service Request,Investment Operations,T01919,2,0,True,T03462,841
Access removal requested for <SVC>,NAV Calculation,Germany,Service Request,Valuation & Pricing,T01986,2,0,True,T02348,842
New license requested for <SVC>,Tax Reporting,Germany,Service Request,Tax & Reporting,T02069,3,0,False,T03270,843
Access removal requested for <SVC>,Trading Platform,Switzerland,Service Request,Investment Operations,T02103,1,0,True,,844
Incorrect incident title for service request in <SVC>,Trading Platform,Nordics,Service Request,Investment Operations,T02163,2,0,True,T03998,845
Incorrect incident title for service request in <SVC>,SimCorp Dimension,Luxembourg,Service Request,Enterprise Applications,T02164,2,0,True,T03128,846
Access removal requested for <SVC>,Client Reporting,Germany,Service Request,Client Services,T02165,1,0,True,,847
Access removal requested for <SVC>,SimCorp Dimension,France,Service Request,Enterprise Applications,T02168,3,0,True,T02248,848
General request for <SVC> with unclear details,Order Management,Luxembourg,Service Request,Trading Support,T02172,2,0,True,T03129,849
Access removal requested for <SVC>,CRM & Client Portal,Nordics,Service Request,Client Services,T02268,3,0,False,T03064,850
Incorrect incident title for service request in <SVC>,Identity & Access Management,France,Service Request,Enterprise Applications,T02270,3,0,False,T03618,851
Access removal requested for <SVC>,Tax Reporting,Luxembourg,Service Request,Tax & Reporting,T02328,2,0,False,T03340,852
Incorrect incident title for service request in <SVC>,Rimes Data Feed,Nordics,Service Request,Market Data Services,T02534,2,0,True,T02813,853
Access removal requested for <SVC>,SimCorp Dimension,Nordics,Service Request,Enterprise Applications,T02740,3,0,True,T02954,854
Access removal requested for <SVC>,Trade Matching,Nordics,Service Request,Investment Operations,T02742,3,0,True,T03372,855
General request for <SVC> with unclear details,Identity & Access Management,Luxembourg,Service Request,Enterprise Applications,T02829,2,0,False,T03282,856
Incorrect incident title for service request in <SVC>,Trade Matching,Luxembourg,Service Request,Investment Operations,T02893,1,0,True,,857
General request for <SVC> with unclear details,Tax Reporting,Switzerland,Service Request,Tax & Reporting,T03499,2,0,False,T03804,858
Access removal requested for <SVC>,Corporate Actions,Nordics,Service Request,Securities Operations,T03750,3,0,True,T03835,859
Access removal requested for <SVC>,Cash Management,Germany,Service Request,Treasury & Cash,T03952,1,0,True,,860
Operational issue reported for <SVC>,Outlook & Email,Luxembourg,Incident,Enterprise Applications,T04237,12,0,False,T06816,861
Unclear incident input for <SVC>,Fund Pricing,Switzerland,Incident,Valuation & Pricing,T04269,12,0,True,T05816,862
Unclear incident input for <SVC>,Rimes Data Feed,Germany,Incident,Market Data Services,T05124,10,0,True,T06236,863
