ticket_id,signature_id,rank,neighbour_ticket_id,similarity,neighbour_tie_group_size,neighbour_n_with_resolution
T19019,363,3,T04035,0.95,805,206
T19019,363,4,T04093,0.95,873,209
T19019,363,5,T04072,0.95,822,196
T19019,363,6,T00261,0.5364,227,56
T19019,363,7,T00049,0.4864,238,62
T19019,363,8,T00067,0.4864,227,49
T19019,363,9,T00099,0.4864,269,57
T19019,363,10,T00026,0.4864,250,67
T19020,372,1,T04093,1.0,873,209
T19020,372,2,T04144,0.95,820,183
T19020,372,3,T04072,0.95,822,196
T19020,372,4,T04035,0.95,805,206
T19020,372,5,T04052,0.95,892,211
T19020,372,6,T00067,0.5364,227,49
T19020,372,7,T00261,0.4864,227,56
T19020,372,8,T00099,0.4864,269,57
T19020,372,9,T00049,0.4864,238,62
T19020,372,10,T00026,0.4864,250,67
T19021,469,1,T04786,1.0,91,20
T19021,469,2,T04120,0.95,101,25
T19021,469,3,T04688,0.95,78,24
T19021,469,4,T04611,0.95,68,12
T19021,469,5,T04362,0.95,82,23
T19021,469,6,T04399,0.7318,87,19
T19021,469,7,T04193,0.7318,90,20
T19021,469,8,T04558,0.6818,86,23
T19021,469,9,T04580,0.6818,76,18
T19021,469,10,T04063,0.6818,72,16
T19022,363,1,T04052,1.0,892,211
T19022,363,2,T04144,0.95,820,183
T19022,363,3,T04035,0.95,805,206
T19022,363,4,T04093,0.95,873,209
T19022,363,5,T04072,0.95,822,196
T19022,363,6,T00261,0.5364,227,56
T19022,363,7,T00049,0.4864,238,62
T19022,363,8,T00067,0.4864,227,49
T19022,363,9,T00099,0.4864,269,57
T19022,363,10,T00026,0.4864,250,67
T19023,372,1,T04093,1.0,873,209
T19023,372,2,T04144,0.95,820,183
T19023,372,3,T04072,0.95,822,196
T19023,372,4,T04035,0.95,805,206
T19023,372,5,T04052,0.95,892,211
T19023,372,6,T00067,0.5364,227,49
T19023,372,7,T00261,0.4864,227,56
T19023,372,8,T00099,0.4864,269,57
T19023,372,9,T00049,0.4864,238,62
T19023,372,10,T00026,0.4864,250,67
T19024,406,1,T04288,1.0,69,20
T19024,406,2,T04386,0.95,78,15
T19024,406,3,T04976,0.95,90,20
T19024,406,4,T06122,0.95,85,18
T19024,406,5,T04941,0.95,86,21
T19024,406,6,T04016,0.732,64,18
T19024,406,7,T04581,0.682,76,15
T19024,406,8,T04136,0.682,79,18
T19024,406,9,T04274,0.682,67,21
T19024,406,10,T04135,0.682,76,19
T19025,557,1,T06235,1.0,13,1
T19025,557,2,T04502,0.95,21,6
T19025,557,3,T15668,0.95,20,4
T19025,557,4,T06652,0.95,25,7
T19025,557,5,T08390,0.95,19,2
T19025,557,6,T06103,0.6648,14,7
T19025,557,7,T10887,0.6255,12,4
T19025,557,8,T09295,0.6202,14,5
T19025,557,9,T04542,0.6168,13,3
T19025,557,10,T04212,0.6148,15,6
T19026,377,1,T04126,1.0,81,20
T19026,377,2,T04914,0.95,103,26
T19026,377,3,T05095,0.95,69,8
T19026,377,4,T04070,0.95,75,19
T19026,377,5,T04133,0.95,86,20
T19026,377,6,T04739,0.7284,72,14
T19026,377,7,T05143,0.72,78,14
T19026,377,8,T04013,0.6784,77,18
T19026,377,9,T07610,0.6784,60,15
T19026,377,10,T04616,0.6784,67,17
T19027,382,1,T04144,1.0,820,183
T19027,382,2,T04035,0.95,805,206
T19027,382,3,T04093,0.95,873,209
T19027,382,4,T04052,0.95,892,211
T19027,382,5,T04072,0.95,822,196
T19027,382,6,T00099,0.5364,269,57
T19027,382,7,T00049,0.4864,238,62
T19027,382,8,T00067,0.4864,227,49
T19027,382,9,T00261,0.4864,227,56
T19027,382,10,T00026,0.4864,250,67
T19028,501,1,T05134,1.0,17,7
T19028,501,2,T04034,0.95,12,3
T19028,501,3,T08802,0.95,13,3
T19028,501,4,T07464,0.95,16,4
T19028,501,5,T08466,0.95,12,5
T19028,501,6,T05161,0.7053,14,6
T19028,501,7,T04509,0.7022,20,3
T19028,501,8,T06006,0.6553,14,7
T19028,501,9,T04328,0.6553,14,6
T19028,501,10,T09985,0.6553,25,4
T19029,360,1,T04035,1.0,805,206
T19029,360,2,T04072,0.95,822,196
T19029,360,3,T04052,0.95,892,211
T19029,360,4,T04093,0.95,873,209
T19029,360,5,T04144,0.95,820,183
T19029,360,6,T00026,0.5364,250,67
T19029,360,7,T00067,0.4864,227,49
T19029,360,8,T00099,0.4864,269,57
T19029,360,9,T00261,0.4864,227,56
T19029,360,10,T00049,0.4864,238,62
T19030,368,1,T04076,1.0,65,13
T19030,368,2,T04186,0.95,75,19
T19030,368,3,T04272,0.95,68,18
T19030,368,4,T04148,0.95,76,17
T19030,368,5,T04697,0.95,72,17
T19030,368,6,T04507,0.732,65,23
T19030,368,7,T05654,0.682,86,17
T19030,368,8,T04080,0.682,72,23
T19030,368,9,T04242,0.682,82,15
T19030,368,10,T04694,0.682,82,24
T19031,382,1,T04144,1.0,820,183
T19031,382,2,T04035,0.95,805,206
T19031,382,3,T04093,0.95,873,209
T19031,382,4,T04052,0.95,892,211
T19031,382,5,T04072,0.95,822,196
T19031,382,6,T00099,0.5364,269,57
T19031,382,7,T00049,0.4864,238,62
T19031,382,8,T00067,0.4864,227,49
T19031,382,9,T00261,0.4864,227,56
T19031,382,10,T00026,0.4864,250,67
T19032,403,1,T04274,1.0,67,21
T19032,403,2,T04581,0.95,76,15
T19032,403,3,T04135,0.95,76,19
T19032,403,4,T04136,0.95,79,18
T19032,403,5,T04016,0.95,64,18
T19032,403,6,T04386,0.732,78,15
T19032,403,7,T06122,0.682,85,18
T19032,403,8,T04288,0.682,69,20
T19032,403,9,T04941,0.682,86,21
T19032,403,10,T04976,0.682,90,20
T19033,723,1,T15273,1.0,15,2
T19033,723,2,T04830,0.95,19,2
T19033,723,3,T04429,0.95,17,6
T19033,723,4,T13343,0.95,13,2
T19033,723,5,T14600,0.95,11,4
T19033,723,6,T06047,0.7166,13,4
T19033,723,7,T09453,0.6666,17,4
T19033,723,8,T05025,0.6666,16,7
T19033,723,9,T06547,0.6666,17,7
T19033,723,10,T06522,0.6666,10,2
T19034,382,1,T04144,1.0,820,183
T19034,382,2,T04035,0.95,805,206
T19034,382,3,T04093,0.95,873,209
T19034,382,4,T04052,0.95,892,211
T19034,382,5,T04072,0.95,822,196
T19034,382,6,T00099,0.5364,269,57
T19034,382,7,T00049,0.4864,238,62
T19034,382,8,T00067,0.4864,227,49
T19034,382,9,T00261,0.4864,227,56
T19034,382,10,T00026,0.4864,250,67
T19035,569,1,T06586,1.0,11,2
T19035,569,2,T14185,0.95,11,3
T19035,569,3,T06672,0.95,15,4
T19035,569,4,T07224,0.95,16,2
T19035,569,5,T05985,0.95,10,2
T19035,569,6,T10724,0.7261,18,2
T19035,569,7,T08246,0.7228,23,2
T19035,569,8,T10543,0.6761,12,3
T19035,569,9,T06721,0.6761,17,4
T19035,569,10,T16002,0.6761,15,2
T19036,732,1,T17150,1.0,17,3
T19036,732,2,T17019,0.95,10,3
T19036,732,3,T08716,0.95,12,6
T19036,732,4,T07342,0.95,16,5
T19036,732,5,T06613,0.95,11,4
T19036,732,6,T10153,0.672,19,4
T19036,732,7,T07681,0.6519,19,2
T19036,732,8,T05428,0.6496,17,4
T19036,732,9,T08110,0.6435,10,3
T19036,732,10,T06026,0.6435,10,1
T19037,486,1,T04976,1.0,90,20
T19037,486,2,T06122,0.95,85,18
T19037,486,3,T04941,0.95,86,21
T19037,486,4,T04288,0.95,69,20
T19037,486,5,T04386,0.95,78,15
T19037,486,6,T04581,0.732,76,15
T19037,486,7,T04135,0.682,76,19
T19037,486,8,T04136,0.682,79,18
T19037,486,9,T04274,0.682,67,21
T19037,486,10,T04016,0.682,64,18
T19038,530,1,T05661,1.0,22,13
T19038,530,2,T04661,0.95,13,6
T19038,530,3,T10440,0.95,13,3
T19038,530,4,T13612,0.95,10,1
T19038,530,5,T07220,0.95,13,4
T19038,530,6,T12531,0.7166,16,2
T19038,530,7,T05176,0.7161,22,5
T19038,530,8,T04834,0.6666,16,3
T19038,530,9,T07645,0.6666,20,6
T19038,530,10,T06039,0.6666,14,3
T19039,382,1,T04144,1.0,820,183
T19039,382,2,T04035,0.95,805,206
T19039,382,3,T04093,0.95,873,209
T19039,382,4,T04052,0.95,892,211
T19039,382,5,T04072,0.95,822,196
T19039,382,6,T00099,0.5364,269,57
T19039,382,7,T00049,0.4864,238,62
T19039,382,8,T00067,0.4864,227,49
T19039,382,9,T00261,0.4864,227,56
T19039,382,10,T00026,0.4864,250,67
T19040,458,1,T04699,1.0,83,16
T19040,458,2,T04623,0.95,77,18
T19040,458,3,T04679,0.95,63,17
T19040,458,4,T04122,0.95,78,22
T19040,458,5,T05334,0.95,68,15
T19040,458,6,T04182,0.6632,64,16
T19040,458,7,T05086,0.6446,77,17
T19040,458,8,T04596,0.6422,93,20
T19040,458,9,T04558,0.637,86,23
T19040,458,10,T04306,0.637,79,17
T19041,709,1,T13542,1.0,13,3
T19041,709,2,T05407,0.95,16,6
T19041,709,3,T07166,0.95,17,5
T19041,709,4,T08110,0.95,10,3
T19041,709,5,T09501,0.95,13,4
T19041,709,6,T08413,0.7375,18,2
T19041,709,7,T09554,0.7371,16,2
T19041,709,8,T11435,0.6875,9,1
T19041,709,9,T07567,0.6875,14,3
T19041,709,10,T13383,0.6875,13,3
T19042,454,1,T04686,1.0,12,6
T19042,454,2,T05234,0.95,11,3
T19042,454,3,T05387,0.95,19,6
T19042,454,4,T12795,0.95,10,5
T19042,454,5,T06642,0.95,18,6
T19042,454,6,T04269,0.7299,12,0
T19042,454,7,T04649,0.6799,22,4
T19042,454,8,T04087,0.6799,14,6
T19042,454,9,T07678,0.6799,19,5
T19042,454,10,T07997,0.6799,15,3
T19043,380,1,T04136,1.0,79,18
T19043,380,2,T04274,0.95,67,21
T19043,380,3,T04135,0.95,76,19
T19043,380,4,T04581,0.95,76,15
T19043,380,5,T04016,0.95,64,18
T19043,380,6,T04941,0.732,86,21
T19043,380,7,T04288,0.682,69,20
T19043,380,8,T06122,0.682,85,18
T19043,380,9,T04386,0.682,78,15
T19043,380,10,T04976,0.682,90,20
T19044,487,1,T04989,1.0,78,17
T19044,487,2,T07032,0.95,80,18
T19044,487,3,T05073,0.95,79,20
T19044,487,4,T04902,0.95,68,14
T19044,487,5,T04465,0.95,96,25
T19044,487,6,T04100,0.6269,74,17
T19044,487,7,T04623,0.6247,77,18
T19044,487,8,T04384,0.6247,61,14
T19044,487,9,T04591,0.6247,84,19
T19044,487,10,T04274,0.6199,67,21
T19045,360,1,T04035,1.0,805,206
T19045,360,2,T04072,0.95,822,196
T19045,360,3,T04052,0.95,892,211
T19045,360,4,T04093,0.95,873,209
T19045,360,5,T04144,0.95,820,183
T19045,360,6,T00026,0.5364,250,67
T19045,360,7,T00067,0.4864,227,49
T19045,360,8,T00099,0.4864,269,57
T19045,360,9,T00261,0.4864,227,56
T19045,360,10,T00049,0.4864,238,62
T19046,382,1,T04144,1.0,820,183
T19046,382,2,T04035,0.95,805,206
T19046,382,3,T04093,0.95,873,209
T19046,382,4,T04052,0.95,892,211
T19046,382,5,T04072,0.95,822,196
T19046,382,6,T00099,0.5364,269,57
T19046,382,7,T00049,0.4864,238,62
T19046,382,8,T00067,0.4864,227,49
T19046,382,9,T00261,0.4864,227,56
T19046,382,10,T00026,0.4864,250,67
T19047,651,1,T08829,1.0,11,2
T19047,651,2,T06882,0.95,15,6
T19047,651,3,T06508,0.95,14,5
T19047,651,4,T08272,0.95,22,5
T19047,651,5,T10836,0.95,13,6
T19047,651,6,T06208,0.7297,14,3
T19047,651,7,T09818,0.7297,18,2
T19047,651,8,T07795,0.6797,11,5
T19047,651,9,T04404,0.6797,16,4
T19047,651,10,T11964,0.6797,9,2
T19048,408,1,T04306,1.0,79,17
T19048,408,2,T04415,0.95,95,18
T19048,408,3,T04718,0.95,100,22
T19048,408,4,T04729,0.95,75,15
T19048,408,5,T05873,0.95,85,18
T19048,408,6,T04914,0.6577,103,26
T19048,408,7,T04281,0.6528,93,28
T19048,408,8,T04897,0.6443,79,19
T19048,408,9,T05086,0.6394,77,17
T19048,408,10,T04699,0.637,83,16
T19049,372,1,T04093,1.0,873,209
T19049,372,2,T04144,0.95,820,183
T19049,372,3,T04072,0.95,822,196
T19049,372,4,T04035,0.95,805,206
T19049,372,5,T04052,0.95,892,211
T19049,372,6,T00067,0.5364,227,49
T19049,372,7,T00261,0.4864,227,56
T19049,372,8,T00099,0.4864,269,57
T19049,372,9,T00049,0.4864,238,62
T19049,372,10,T00026,0.4864,250,67
T19050,382,1,T04144,1.0,820,183
T19050,382,2,T04035,0.95,805,206
T19050,382,3,T04093,0.95,873,209
T19050,382,4,T04052,0.95,892,211
T19050,382,5,T04072,0.95,822,196
T19050,382,6,T00099,0.5364,269,57
T19050,382,7,T00049,0.4864,238,62
T19050,382,8,T00067,0.4864,227,49
T19050,382,9,T00261,0.4864,227,56
T19050,382,10,T00026,0.4864,250,67
T19051,358,1,T04016,1.0,64,18
T19051,358,2,T04581,0.95,76,15
T19051,358,3,T04135,0.95,76,19
T19051,358,4,T04136,0.95,79,18
T19051,358,5,T04274,0.95,67,21
T19051,358,6,T04288,0.732,69,20
T19051,358,7,T04386,0.682,78,15
T19051,358,8,T06122,0.682,85,18
T19051,358,9,T04976,0.682,90,20
T19051,358,10,T04941,0.682,86,21
T19052,502,1,T05143,1.0,78,14
T19052,502,2,T04897,0.95,79,19
T19052,502,3,T04506,0.95,77,16
T19052,502,4,T05278,0.95,85,26
T19052,502,5,T04615,0.95,74,25
T19052,502,6,T04126,0.72,81,20
T19052,502,7,T04739,0.7153,72,14
T19052,502,8,T04133,0.67,86,20
T19052,502,9,T04914,0.67,103,26
T19052,502,10,T04070,0.67,75,19
T19053,575,1,T06721,1.0,17,4
T19053,575,2,T04237,0.95,12,0
T19053,575,3,T10724,0.95,18,2
T19053,575,4,T16002,0.95,15,2
T19053,575,5,T10543,0.95,12,3
T19053,575,6,T04483,0.7352,16,2
T19053,575,7,T06672,0.7261,15,4
T19053,575,8,T04906,0.6852,10,1
T19053,575,9,T08246,0.6852,23,2
T19053,575,10,T07497,0.6852,18,3
T19054,372,1,T04093,1.0,873,209
T19054,372,2,T04144,0.95,820,183
T19054,372,3,T04072,0.95,822,196
T19054,372,4,T04035,0.95,805,206
T19054,372,5,T04052,0.95,892,211
T19054,372,6,T00067,0.5364,227,49
T19054,372,7,T00261,0.4864,227,56
T19054,372,8,T00099,0.4864,269,57
T19054,372,9,T00049,0.4864,238,62
T19054,372,10,T00026,0.4864,250,67
T19055,497,1,T05073,1.0,79,20
T19055,497,2,T07032,0.95,80,18
T19055,497,3,T04989,0.95,78,17
T19055,497,4,T04902,0.95,68,14
T19055,497,5,T04465,0.95,96,25
T19055,497,6,T04143,0.6269,80,20
T19055,497,7,T05334,0.6247,68,15
T19055,497,8,T05303,0.6247,78,16
T19055,497,9,T04228,0.6247,66,15
T19055,497,10,T04580,0.6199,76,18
T19056,382,1,T04144,1.0,820,183
T19056,382,2,T04035,0.95,805,206
T19056,382,3,T04093,0.95,873,209
T19056,382,4,T04052,0.95,892,211
T19056,382,5,T04072,0.95,822,196
T19056,382,6,T00099,0.5364,269,57
T19056,382,7,T00049,0.4864,238,62
T19056,382,8,T00067,0.4864,227,49
T19056,382,9,T00261,0.4864,227,56
T19056,382,10,T00026,0.4864,250,67
T19057,363,1,T04052,1.0,892,211
T19057,363,2,T04144,0.95,820,183
T19057,363,3,T04035,0.95,805,206
T19057,363,4,T04093,0.95,873,209
T19057,363,5,T04072,0.95,822,196
T19057,363,6,T00261,0.5364,227,56
T19057,363,7,T00049,0.4864,238,62
T19057,363,8,T00067,0.4864,227,49
T19057,363,9,T00099,0.4864,269,57
T19057,363,10,T00026,0.4864,250,67
T19058,487,1,T04989,1.0,78,17
T19058,487,2,T07032,0.95,80,18
T19058,487,3,T05073,0.95,79,20
T19058,487,4,T04902,0.95,68,14
T19058,487,5,T04465,0.95,96,25
T19058,487,6,T04100,0.6269,74,17
T19058,487,7,T04623,0.6247,77,18
T19058,487,8,T04384,0.6247,61,14
T19058,487,9,T04591,0.6247,84,19
T19058,487,10,T04274,0.6199,67,21
T19059,403,1,T04274,1.0,67,21
T19059,403,2,T04581,0.95,76,15
T19059,403,3,T04135,0.95,76,19
T19059,403,4,T04136,0.95,79,18
T19059,403,5,T04016,0.95,64,18
T19059,403,6,T04386,0.732,78,15
T19059,403,7,T06122,0.682,85,18
T19059,403,8,T04288,0.682,69,20
T19059,403,9,T04941,0.682,86,21
T19059,403,10,T04976,0.682,90,20
T19060,475,1,T04890,1.0,93,18
T19060,475,2,T05303,0.95,78,16
T19060,475,3,T04939,0.95,62,14
T19060,475,4,T04596,0.95,93,20
T19060,475,5,T04384,0.95,61,14
T19060,475,6,T04390,0.7301,70,12
T19060,475,7,T04923,0.6801,79,20
T19060,475,8,T06995,0.6801,75,14
T19060,475,9,T04160,0.6801,77,16
T19060,475,10,T06513,0.6801,81,21
T19061,381,1,T04143,1.0,80,20
T19061,381,2,T04100,0.95,74,17
T19061,381,3,T05018,0.95,61,17
T19061,381,4,T05885,0.95,79,18
T19061,381,5,T05086,0.95,77,17
T19061,381,6,T04051,0.6658,75,24
T19061,381,7,T05303,0.6657,78,16
T19061,381,8,T04228,0.6446,66,15
T19061,381,9,T05334,0.6446,68,15
T19061,381,10,T06122,0.6394,85,18
T19062,365,1,T04070,1.0,75,19
T19062,365,2,T04126,0.95,81,20
T19062,365,3,T05095,0.95,69,8
T19062,365,4,T04133,0.95,86,20
T19062,365,5,T04914,0.95,103,26
T19062,365,6,T04616,0.7284,67,17
T19062,365,7,T04615,0.72,74,25
T19062,365,8,T04013,0.6784,77,18
T19062,365,9,T04281,0.6784,93,28
T19062,365,10,T07610,0.6784,60,15
T19063,378,1,T04133,1.0,86,20
T19063,378,2,T04126,0.95,81,20
T19063,378,3,T04070,0.95,75,19
T19063,378,4,T05095,0.95,69,8
T19063,378,5,T04914,0.95,103,26
T19063,378,6,T07610,0.7284,60,15
T19063,378,7,T04506,0.72,77,16
T19063,378,8,T04616,0.6784,67,17
T19063,378,9,T04281,0.6784,93,28
T19063,378,10,T04739,0.6784,72,14
T19064,723,1,T15273,1.0,15,2
T19064,723,2,T04830,0.95,19,2
T19064,723,3,T04429,0.95,17,6
T19064,723,4,T13343,0.95,13,2
T19064,723,5,T14600,0.95,11,4
T19064,723,6,T06047,0.7166,13,4
T19064,723,7,T09453,0.6666,17,4
T19064,723,8,T05025,0.6666,16,7
T19064,723,9,T06547,0.6666,17,7
T19064,723,10,T06522,0.6666,10,2
T19065,372,1,T04093,1.0,873,209
T19065,372,2,T04144,0.95,820,183
T19065,372,3,T04072,0.95,822,196
T19065,372,4,T04035,0.95,805,206
T19065,372,5,T04052,0.95,892,211
T19065,372,6,T00067,0.5364,227,49
T19065,372,7,T00261,0.4864,227,56
T19065,372,8,T00099,0.4864,269,57
T19065,372,9,T00049,0.4864,238,62
T19065,372,10,T00026,0.4864,250,67
T19066,583,1,T07032,1.0,80,18
T19066,583,2,T05073,0.95,79,20
T19066,583,3,T04989,0.95,78,17
T19066,583,4,T04902,0.95,68,14
T19066,583,5,T04465,0.95,96,25
T19066,583,6,T05018,0.6269,61,17
T19066,583,7,T04890,0.6247,93,18
T19066,583,8,T04122,0.6247,78,22
T19066,583,9,T05012,0.6247,67,10
T19066,583,10,T04941,0.6199,86,21
T19067,402,1,T04272,1.0,68,18
T19067,402,2,T04076,0.95,65,13
T19067,402,3,T04148,0.95,76,17
T19067,402,4,T04186,0.95,75,19
T19067,402,5,T04697,0.95,72,17
T19067,402,6,T04694,0.732,82,24
T19067,402,7,T04242,0.682,82,15
T19067,402,8,T05654,0.682,86,17
T19067,402,9,T04080,0.682,72,23
T19067,402,10,T04507,0.682,65,23
T19068,366,1,T04072,1.0,822,196
T19068,366,2,T04144,0.95,820,183
T19068,366,3,T04093,0.95,873,209
T19068,366,4,T04035,0.95,805,206
T19068,366,5,T04052,0.95,892,211
T19068,366,6,T00049,0.5364,238,62
T19068,366,7,T00261,0.4864,227,56
T19068,366,8,T00067,0.4864,227,49
T19068,366,9,T00099,0.4864,269,57
T19068,366,10,T00026,0.4864,250,67
T19069,539,1,T05873,1.0,85,18
T19069,539,2,T04415,0.95,95,18
T19069,539,3,T04729,0.95,75,15
T19069,539,4,T04306,0.95,79,17
T19069,539,5,T04718,0.95,100,22
T19069,539,6,T04070,0.6577,75,19
T19069,539,7,T04616,0.6528,67,17
T19069,539,8,T04615,0.6443,74,25
T19069,539,9,T04143,0.6394,80,20
T19069,539,10,T05303,0.637,78,16
T19070,713,1,T13973,1.0,14,4
T19070,713,2,T10061,0.95,18,3
T19070,713,3,T14107,0.95,13,2
T19070,713,4,T07281,0.95,13,7
T19070,713,5,T05054,0.95,12,5
T19070,713,6,T14431,0.6133,10,2
T19070,713,7,T08146,0.6112,17,2
T19070,713,8,T07047,0.6112,28,5
T19070,713,9,T19188,0.6112,15,1
T19070,713,10,T04849,0.6052,17,7
T19071,629,1,T08134,1.0,15,5
T19071,629,2,T17542,0.95,15,2
T19071,629,3,T09295,0.95,14,5
T19071,629,4,T08451,0.95,19,4
T19071,629,5,T06432,0.95,16,3
T19071,629,6,T05390,0.7277,17,4
T19071,629,7,T08331,0.7184,14,4
T19071,629,8,T05423,0.6777,29,14
T19071,629,9,T07750,0.6777,17,6
T19071,629,10,T04542,0.6777,13,3
T19072,642,1,T08466,1.0,12,5
T19072,642,2,T04034,0.95,12,3
T19072,642,3,T05134,0.95,17,7
T19072,642,4,T08802,0.95,13,3
T19072,642,5,T07464,0.95,16,4
T19072,642,6,T06006,0.7053,14,7
T19072,642,7,T06421,0.7022,19,9
T19072,642,8,T09437,0.6553,17,4
T19072,642,9,T04328,0.6553,14,6
T19072,642,10,T09985,0.6553,25,4
T19073,618,1,T07678,1.0,19,5
T19073,618,2,T04269,0.95,12,0
T19073,618,3,T07997,0.95,15,3
T19073,618,4,T04087,0.95,14,6
T19073,618,5,T04649,0.95,22,4
T19073,618,6,T05387,0.7299,19,6
T19073,618,7,T06642,0.6799,18,6
T19073,618,8,T12795,0.6799,10,5
T19073,618,9,T05234,0.6799,11,3
T19073,618,10,T04686,0.6799,12,6
T19074,366,1,T04072,1.0,822,196
T19074,366,2,T04144,0.95,820,183
T19074,366,3,T04093,0.95,873,209
T19074,366,4,T04035,0.95,805,206
T19074,366,5,T04052,0.95,892,211
T19074,366,6,T00049,0.5364,238,62
T19074,366,7,T00261,0.4864,227,56
T19074,366,8,T00067,0.4864,227,49
T19074,366,9,T00099,0.4864,269,57
T19074,366,10,T00026,0.4864,250,67
T19075,360,1,T04035,1.0,805,206
T19075,360,2,T04072,0.95,822,196
T19075,360,3,T04052,0.95,892,211
T19075,360,4,T04093,0.95,873,209
T19075,360,5,T04144,0.95,820,183
T19075,360,6,T00026,0.5364,250,67
T19075,360,7,T00067,0.4864,227,49
T19075,360,8,T00099,0.4864,269,57
T19075,360,9,T00261,0.4864,227,56
T19075,360,10,T00049,0.4864,238,62
T19076,618,1,T07678,1.0,19,5
T19076,618,2,T04269,0.95,12,0
T19076,618,3,T07997,0.95,15,3
T19076,618,4,T04087,0.95,14,6
T19076,618,5,T04649,0.95,22,4
T19076,618,6,T05387,0.7299,19,6
T19076,618,7,T06642,0.6799,18,6
T19076,618,8,T12795,0.6799,10,5
T19076,618,9,T05234,0.6799,11,3
T19076,618,10,T04686,0.6799,12,6
T19077,484,1,T04941,1.0,86,21
T19077,484,2,T06122,0.95,85,18
T19077,484,3,T04288,0.95,69,20
T19077,484,4,T04976,0.95,90,20
T19077,484,5,T04386,0.95,78,15
T19077,484,6,T04136,0.732,79,18
T19077,484,7,T04274,0.682,67,21
T19077,484,8,T04581,0.682,76,15
T19077,484,9,T04135,0.682,76,19
T19077,484,10,T04016,0.682,64,18
T19078,360,1,T04035,1.0,805,206
T19078,360,2,T04072,0.95,822,196
T19078,360,3,T04052,0.95,892,211
T19078,360,4,T04093,0.95,873,209
T19078,360,5,T04144,0.95,820,183
T19078,360,6,T00026,0.5364,250,67
T19078,360,7,T00067,0.4864,227,49
T19078,360,8,T00099,0.4864,269,57
T19078,360,9,T00261,0.4864,227,56
T19078,360,10,T00049,0.4864,238,62
T19079,483,1,T04939,1.0,62,14
T19079,483,2,T04890,0.95,93,18
T19079,483,3,T05303,0.95,78,16
T19079,483,4,T04596,0.95,93,20
T19079,483,5,T04384,0.95,61,14
T19079,483,6,T04923,0.7301,79,20
T19079,483,7,T04160,0.6801,77,16
T19079,483,8,T06995,0.6801,75,14
T19079,483,9,T06513,0.6801,81,21
T19079,483,10,T04390,0.6801,70,12
T19080,363,1,T04052,1.0,892,211
T19080,363,2,T04144,0.95,820,183
T19080,363,3,T04035,0.95,805,206
T19080,363,4,T04093,0.95,873,209
T19080,363,5,T04072,0.95,822,196
T19080,363,6,T00261,0.5364,227,56
T19080,363,7,T00049,0.4864,238,62
T19080,363,8,T00067,0.4864,227,49
T19080,363,9,T00099,0.4864,269,57
T19080,363,10,T00026,0.4864,250,67
T19081,411,1,T04327,1.0,23,6
T19081,411,2,T04585,0.95,11,2
T19081,411,3,T07246,0.95,14,6
T19081,411,4,T08149,0.95,12,4
T19081,411,5,T09620,0.95,11,2
T19081,411,6,T07392,0.7264,16,4
T19081,411,7,T08455,0.6764,14,6
T19081,411,8,T11898,0.6764,15,4
T19081,411,9,T10239,0.6764,15,5
T19081,411,10,T05779,0.6764,17,5
T19082,601,1,T07281,1.0,13,7
T19082,601,2,T05054,0.95,12,5
T19082,601,3,T13973,0.95,14,4
T19082,601,4,T14107,0.95,13,2
T19082,601,5,T10061,0.95,18,3
T19082,601,6,T11331,0.6133,20,4
T19082,601,7,T05867,0.6112,10,4
T19082,601,8,T04635,0.6112,17,3
T19082,601,9,T07954,0.6112,17,2
T19082,601,10,T06039,0.6052,14,3
T19083,425,1,T04465,1.0,96,25
T19083,425,2,T07032,0.95,80,18
T19083,425,3,T04902,0.95,68,14
T19083,425,4,T04989,0.95,78,17
T19083,425,5,T05073,0.95,79,20
T19083,425,6,T05086,0.6269,77,17
T19083,425,7,T04699,0.6247,83,16
T19083,425,8,T04182,0.6247,64,16
T19083,425,9,T04596,0.6247,93,20
T19083,425,10,T04306,0.6199,79,17
T19084,360,1,T04035,1.0,805,206
T19084,360,2,T04072,0.95,822,196
T19084,360,3,T04052,0.95,892,211
T19084,360,4,T04093,0.95,873,209
T19084,360,5,T04144,0.95,820,183
T19084,360,6,T00026,0.5364,250,67
T19084,360,7,T00067,0.4864,227,49
T19084,360,8,T00099,0.4864,269,57
T19084,360,9,T00261,0.4864,227,56
T19084,360,10,T00049,0.4864,238,62
T19085,863,1,T05124,1.0,10,0
T19085,863,2,T04197,0.95,10,3
T19085,863,3,T05064,0.95,17,5
T19085,863,4,T08637,0.95,12,2
T19085,863,5,T07513,0.95,16,4
T19085,863,6,T04530,0.6263,25,7
T19085,863,7,T07671,0.6242,20,5
T19085,863,8,T04896,0.6242,18,4
T19085,863,9,T08149,0.6242,12,4
T19085,863,10,T12795,0.6183,10,5
T19086,615,1,T07610,1.0,60,15
T19086,615,2,T04616,0.95,67,17
T19086,615,3,T04739,0.95,72,14
T19086,615,4,T04013,0.95,77,18
T19086,615,5,T04281,0.95,93,28
T19086,615,6,T04133,0.7284,86,20
T19086,615,7,T04506,0.7153,77,16
T19086,615,8,T04914,0.6784,103,26
T19086,615,9,T04126,0.6784,81,20
T19086,615,10,T05095,0.6784,69,8
T19087,419,1,T04386,1.0,78,15
T19087,419,2,T04288,0.95,69,20
T19087,419,3,T04976,0.95,90,20
T19087,419,4,T04941,0.95,86,21
T19087,419,5,T06122,0.95,85,18
